image_path,true_class,source,is_field_photo,partition,split
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_GIVXB_de1c39ce.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_Bacterial-Leaf-Spot-2_c85dfd9b.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_bacterialSpeck03510339f27656b-_b0402f57.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_tomato_luisolazo_img_lm_233_f5c7114e.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_Bacterial+Spot+-+Tomatoes_95e796de.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_tomato_luisolazo_img_eb_2113_48036516.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_Tomato%20greenhouse%20phythoto_e006c4c2.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_tomato_luisolazo_img_eb_387_dcd6e0bf.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_early-blight-in-high-tunnel-to_39d600be.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_23600077_1572609202782510_2145_95238795.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_tomato_luisolazo_img_eb_1820_128a4ba1.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_early-blight-or-target-spot-al_2b8ccac1.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_Bacterial_spots2276_d2ea30c4.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_tomato_luisolazo_img_eb_2005_4b4b7f4b.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_my-plant-has-brown-spots-leaf-_fb621670.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_Leaf%2Bsymptoms%2BMDA_6cd8e703.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_tomato_luisolazo_img_lm_831_1b16e7dc.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_tomato_8d11f17e.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_RyBx7MH_c552fa44.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_stock-photo-bacterial-spot-on-_6a60a032.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_tomato_luisolazo_img_eb_2040_337d1910.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_tomato_luisolazo_img_eb_850_2dd18cbb.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_tomato_luisolazo_img_eb_964_2021eb66.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_tomato_bacterial-speck_01_zoom_6ee0eb15.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_bacterial-canker4x640-1nz1vm7_e99ef7b1.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_FS547-4-big_ffd0684a.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_eval_early_blight_tomato_7b4e25d9.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_foliar_spot\orig_plantdoc_train_%2320+Bacterial+Spot+and+Speck_a0ce5c03.jpg,tomato_foliar_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_1fb17049.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_b5d75c3d.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_ef766832.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\orig_plantdoc_eval_tomato-septoria-leaf-spot_71c48d2f.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_38b3026c.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_64555e6f.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_ef243ab0.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_1e57ed66.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\orig_plantdoc_eval_6078710516023296-600x272.jpeg_e666de25.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_bacb61c8.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_649fd0f4.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_968ae0e7.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_75fa60e6.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_4b0e718a.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_29152578.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_septoria_leaf_spot\taiwan_Gray_spot_be34a7f6.jpg,tomato_septoria_leaf_spot,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\orig_plantdoc_eval_tomato_late-blight_05_zoom_2b08e9e6.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\orig_tomato_luisolazo_img_lb_2063_c52d54a2.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\taiwan_Late_blight_14c53ef3.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\taiwan_Late_blight_1b06a2b2.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\orig_tomato_luisolazo_img_lb_314_77587595.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\taiwan_Late_blight_6df1ecdb.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\orig_tomato_luisolazo_img_lb_1363_a1c0042b.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\orig_tomato_luisolazo_img_lb_45_0b51bbd1.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\orig_tomato_luisolazo_img_lb_1742_99b730b6.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\orig_tomato_luisolazo_img_lb_1850_40a91caa.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\orig_tomato_luisolazo_img_lb_1972_1f4a1194.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\taiwan_Late_blight_0c6c3b9c.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\orig_tomato_luisolazo_img_lb_1717_ac0683ed.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\taiwan_Late_blight_d70cbe5c.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\taiwan_Late_blight_5ab8880f.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\taiwan_Late_blight_27f06c5d.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\taiwan_Late_blight_2d7f2c3a.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_late_blight\taiwan_Late_blight_6f8e8250.jpg,tomato_late_blight,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_yellow_leaf_curl_virus\orig_plantdoc_eval_tomato-yellow-leaf-curl-virus-_62cd881a.jpg,tomato_yellow_leaf_curl_virus,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_yellow_leaf_curl_virus\orig_plantdoc_eval_role-of-whitefly-in-plant-viru_5d98f399.jpg,tomato_yellow_leaf_curl_virus,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_yellow_leaf_curl_virus\orig_plantdoc_eval_Figure-4_01a00af8.jpg,tomato_yellow_leaf_curl_virus,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_mosaic_virus\orig_plantdoc_eval_fig1-2k11-163-165_d57c30d1.jpg,tomato_mosaic_virus,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_mosaic_virus\orig_tomato_luisolazo_img_mv_11_1fbba8bd.jpg,tomato_mosaic_virus,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_mosaic_virus\orig_tomato_luisolazo_img_mv_612_c39cc3b7.jpg,tomato_mosaic_virus,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_mosaic_virus\orig_tomato_luisolazo_img_mv_326_833455b7.jpg,tomato_mosaic_virus,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_mosaic_virus\orig_tomato_luisolazo_img_mv_100_5aa67b06.jpg,tomato_mosaic_virus,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_mosaic_virus\orig_tomato_luisolazo_img_mv_1035_fb9e268f.jpg,tomato_mosaic_virus,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_mosaic_virus\orig_tomato_luisolazo_img_mv_447_535d7fe4.jpg,tomato_mosaic_virus,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_mosaic_virus\orig_tomato_luisolazo_img_mv_253_14654425.jpg,tomato_mosaic_virus,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\taiwan_health_0b499daa.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000187.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000115.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000095.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000125.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000360.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\taiwan_health_27071d4f.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000032.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000234.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000368.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000139.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000393.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000235.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000296.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000451.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\orig_tomato_luisolazo_img_h_343_6755ffe3.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000231.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000090.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\taiwan_health_29f0dfda.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000369.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\src4_bdfield_h_000246.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
C:\Users\xplod\Videos\FSWD\synod\Plant-disease-detection-for-brocolli-and-ladies-finger\data\specialist\model3\cleaned\tomato_healthy\taiwan_health_e051a00a.jpg,tomato_healthy,sacred_split:field_val,True,calibration,test
